Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2012,NBA,2,38,Quincy Miller,Baylor,69,934,295,169,37,.350,.292,.706,13.5,4.3,2.4,0.5,-0.1,-0.003,-3.9,-0.5
2012,NBA,2,50,İzzet Türkyılmaz,,,,,,,,,,,,,,,,,
2011,NBA,1,22,Kenneth Faried,Morehead State University,478,11728,5430,3884,470,.546,.222,.654,24.5,11.4,8.1,1.0,38.8,.159,0.5,7.5
2009,NBA,2,34,Sergio Llull,,,,,,,,,,,,,,,,,
2006,NBA,2,49,Leon Powe (↳BOS),California,239,3320,1484,911,78,.515,.000,.682,13.9,6.2,3.8,0.3,12.0,.174,-1.6,0.3
2005,NBA,1,20,Julius Hodge,NC State,23,98,28,15,18,.440,,.500,4.3,1.2,0.7,0.8,0.0,.003,-3.7,0.0
2005,NBA,1,22,Jarrett Jack (↳POR),Georgia Tech,867,24140,9349,2487,3952,.440,.343,.855,27.8,10.8,2.9,4.6,36.8,.073,-0.9,6.5
2005,NBA,2,52,Axel Hervelle,,,,,,,,,,,,,,,,,
2004,NBA,1,20,Jameer Nelson (↳ORL),Saint Joseph's,878,24539,9940,2595,4508,.436,.368,.810,27.9,11.3,3.0,5.1,48.3,.094,-0.1,11.6
2003,NBA,1,3,Carmelo Anthony,Syracuse,1260,43514,28289,7808,3422,.447,.355,.814,34.5,22.5,6.2,2.7,108.5,.120,1.3,36.7
2003,NBA,2,46,Sani Bečirovič,,,,,,,,,,,,,,,,,
2002,NBA,1,5,Nikoloz Tskitishvili,,172,1946,507,307,114,.304,.235,.730,11.3,2.9,1.8,0.7,-1.6,-0.039,-6.1,-2.0
2002,NBA,1,25,Frank Williams (↳NYK),Illinois,86,952,253,77,166,.352,.300,.833,11.1,2.9,0.9,1.9,0.1,.003,-3.2,-0.3
2002,NBA,2,33,Vincent Yarbrough,Tennessee,59,1381,406,162,130,.393,.269,.790,23.4,6.9,2.7,2.2,1.0,.035,-2.4,-0.1
2001,NBA,2,47,Ousmane Cisse,,,,,,,,,,,,,,,,,
2000,NBA,1,26,Mamadou N'Diaye,Auburn,69,858,262,225,8,.427,.000,.736,12.4,3.8,3.3,0.1,1.8,.101,-4.2,-0.5
2000,NBA,2,53,Dan McClintock,Northern Arizona University,6,58,18,17,1,.500,,.000,9.7,3.0,2.8,0.2,0.0,.007,-7.9,-0.1
1999,NBA,1,18,James Posey,Xavier,864,23260,7419,4061,1413,.410,.349,.820,26.9,8.6,4.7,1.6,51.6,.107,0.3,13.7
1999,NBA,2,33,Chris Herren,Fresno State,70,1005,224,73,167,.336,.328,.692,14.4,3.2,1.0,2.4,0.5,.025,-4.5,-0.6
1999,NBA,2,41,Francisco Elson,California,472,7207,1726,1638,260,.478,.188,.700,15.3,3.7,3.5,0.6,11.7,.078,-2.7,-1.3
1998,NBA,1,3,Raef LaFrentz,Kansas,563,14545,5690,3423,606,.466,.363,.711,25.8,10.1,6.1,1.1,39.4,.130,0.7,9.8
1998,NBA,1,23,Tyronn Lue (↳LAL),Nebraska,554,12564,4710,943,1727,.437,.391,.829,22.7,8.5,1.7,3.1,19.7,.075,-1.8,0.6
1998,NBA,2,54,Tremaine Fowlkes,Fresno State,103,1233,301,228,54,.409,.200,.791,12.0,2.9,2.2,0.5,2.1,.080,-2.0,0.0
1998,NBA,2,55,Ryan Bowen,Iowa,507,6502,1319,1060,250,.456,.206,.693,12.8,2.6,2.1,0.5,12.4,.092,-0.8,2.0
1997,NBA,1,5,Tony Battie,Texas Tech,837,17649,5082,4287,522,.488,.162,.690,21.1,6.1,5.1,0.6,36.4,.099,-1.8,0.8
1997,NBA,2,33,James Cotton (↳SEA),Cal State Long Beach,19,92,49,16,0,.359,.000,.778,4.8,2.6,0.8,0.0,0.0,.008,-6.6,-0.1
1997,NBA,2,42,Jason Lawson (↳ORL),Villanova,17,80,26,27,5,.600,,.800,4.7,1.5,1.6,0.3,0.5,.280,4.8,0.1
