Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1980,NBA,8,164,Modzel Greer,North Park University,,,,,,,,,,,,,,,,
1980,NBA,9,183,Jay Shidler,Kentucky,,,,,,,,,,,,,,,,
1980,NBA,10,203,Billy Foster,Montana State University Billings,,,,,,,,,,,,,,,,
1979,NBA,1,2,Dave Greenwood,UCLA,823,23370,8428,6537,1614,.477,.138,.765,28.4,10.2,7.9,2.0,46.4,.095,-0.7,7.4
1979,NBA,2,33,Lawrence Butler,Idaho State University,,,,,,,,,,,,,,,,
1979,NBA,3,47,Calvin Garrett,Oral Roberts,166,3008,855,436,242,.457,.300,.767,18.1,5.2,2.6,1.5,2.6,.042,-2.7,-0.6
1979,NBA,3,49,Cedrick Hordges,South Carolina,145,2971,1099,853,169,.475,.188,.639,20.5,7.6,5.9,1.2,2.2,.036,-4.1,-1.6
1979,NBA,4,72,George Maynor,East Carolina University,,,,,,,,,,,,,,,,
1979,NBA,5,93,Larry Washington,Drury University,,,,,,,,,,,,,,,,
1979,NBA,6,114,Steve Smith,USC,,,,,,,,,,,,,,,,
1979,NBA,7,133,Mike Eversley,Chicago State,,,,,,,,,,,,,,,,
1979,NBA,8,153,Tony Warren,NC State,,,,,,,,,,,,,,,,
1979,NBA,9,171,James Jackson,Minnesota,,,,,,,,,,,,,,,,
1979,NBA,10,190,Marvin Thomas,UCLA,,,,,,,,,,,,,,,,
1979,NBA,10,197,Cortez Collins,Southern Indiana,,,,,,,,,,,,,,,,
1978,NBA,1,9,Reggie Theus,UNLV,1026,34603,19015,3349,6453,.471,,.826,33.7,18.5,3.3,6.3,66.9,.093,0.1,18.5
1978,NBA,2,31,Marvin Johnson,New Mexico,,,,,,,,,,,,,,,,
1978,NBA,3,53,Randy Ayers,Miami University,,,,,,,,,,,,,,,,
1978,NBA,5,97,Ron Anthony,Jacksonville University,,,,,,,,,,,,,,,,
1978,NBA,6,119,John Shoemaker,Miami University,,,,,,,,,,,,,,,,
1978,NBA,7,140,Jarvis Reynolds,West Georgia,,,,,,,,,,,,,,,,
1978,NBA,8,159,Chubby Cox,San Francisco,7,78,29,10,6,.351,.000,.500,11.1,4.1,1.4,0.9,-0.2,-0.127,-6.6,-0.2
1978,NBA,9,176,Joe Ponsetto,DePaul,,,,,,,,,,,,,,,,
1978,NBA,10,191,Mark Tucker,Oklahoma State,,,,,,,,,,,,,,,,
1977,NBA,1,13,Tate Armstrong (↳CHI),Duke,92,975,350,88,105,.454,,.800,10.6,3.8,1.0,1.1,0.3,.017,-3.1,-0.3
1977,NBA,2,23,Mike Glenn,Southern Illinois,593,9617,4496,710,952,.542,,.855,16.2,7.6,1.2,1.6,25.3,.126,0.3,5.6
1977,NBA,2,30,Steve Sheppard,Maryland,106,977,367,178,62,.459,,.633,9.2,3.5,1.7,0.6,0.9,.045,-3.0,-0.2
1977,NBA,2,35,Mark Landsberger,Arizona State,437,7306,2468,2681,236,.481,,.522,16.7,5.6,6.1,0.5,12.2,.080,-3.0,-1.9
1977,NBA,4,79,Mike McConalthy,Louisiana Tech,,,,,,,,,,,,,,,,
1977,NBA,5,101,Nate Davis,South Carolina,,,,,,,,,,,,,,,,
1977,NBA,6,123,Jay Cheesman,BYU,,,,,,,,,,,,,,,,
1977,NBA,7,143,Mike Smith,University of Evansville,,,,,,,,,,,,,,,,
1977,NBA,8,162,Rich Rhodes,Eastern Illinois University,,,,,,,,,,,,,,,,
1976,NBA,1,2,Scott May,Indiana,355,8029,3690,1450,610,.462,,.811,22.6,10.4,4.1,1.7,17.4,.104,-0.7,2.7
1976,NBA,2,18,Willie Smith,Missouri,78,1200,357,134,277,.400,,.754,15.4,4.6,1.7,3.6,1.3,.052,-0.2,0.6
1976,NBA,3,35,Dallas Smith,West Texas A&M University,,,,,,,,,,,,,,,,
1976,NBA,3,37,Lars Hansen,Washington,15,205,76,59,14,.509,,.581,13.7,5.1,3.9,0.9,0.6,.149,-1.3,0.1
1976,NBA,4,52,Keith Starr,Pitt,17,65,14,10,6,.250,,1.000,3.8,0.8,0.6,0.4,-0.2,-0.111,-6.1,-0.1
1976,NBA,5,69,Nate Williams,Illinois,,,,,,,,,,,,,,,,
1976,NBA,6,87,Tom Paulin,Winston-Salem State,,,,,,,,,,,,,,,,
1976,NBA,7,105,Barry McLeod,Centenary (LA),,,,,,,,,,,,,,,,
1976,NBA,9,141,John Thomas,UConn,,,,,,,,,,,,,,,,
1976,NBA,10,158,John Hudson,Concord University,,,,,,,,,,,,,,,,
1975,NBA,2,30,Steve Green,Indiana,153,1632,705,300,97,.438,,.704,10.7,4.6,2.0,0.6,2.2,.065,-2.8,-0.3
1975,NBA,2,32,John Laskowski,Indiana,118,2132,832,282,99,.398,,.760,18.1,7.1,2.4,0.8,2.0,.046,-1.9,0.0
1975,NBA,4,68,Ron Haigler,Penn,,,,,,,,,,,,,,,,
1975,NBA,5,86,Bob Iverson,University of North Texas,,,,,,,,,,,,,,,,
1975,NBA,6,104,Bill Andreas,Ohio State,,,,,,,,,,,,,,,,
1975,NBA,7,122,John Grochowalski,Assumption College,,,,,,,,,,,,,,,,
1975,NBA,8,140,John Murphy,UMass,,,,,,,,,,,,,,,,
1975,NBA,9,156,Gary Tomaszewski,St. Mary's University,,,,,,,,,,,,,,,,
1974,NBA,1,14,Maurice Lucas (↳CHI),Marquette,855,24787,12339,7520,1987,.473,,.763,29.0,14.4,8.8,2.3,58.7,.114,-0.3,10.6
1974,NBA,1,16,Cliff Pondexter,Cal State Long Beach,197,2856,778,747,218,.416,,.667,14.5,3.9,3.8,1.1,4.7,.079,-0.6,1.0
1974,NBA,2,27,Leon Benbow,Jacksonville University,115,1838,628,214,183,.394,,.759,16.0,5.5,1.9,1.6,1.7,.044,-2.5,-0.2
1974,NBA,3,52,Bobby Wilson,Wichita State,143,1498,792,167,110,.426,,.773,10.5,5.5,1.2,0.8,1.7,.053,-2.2,-0.1
1974,NBA,4,70,Jim Forbes,Texas-El Paso,,,,,,,,,,,,,,,,
1974,NBA,5,88,Randy Knowles,Texas A&M,,,,,,,,,,,,,,,,
1974,NBA,6,106,Robert Rosier,St. Thomas University,,,,,,,,,,,,,,,,
1974,NBA,7,124,Geoff Roberts,Missouri,,,,,,,,,,,,,,,,
